Car_ID,Brand,Manufacture_Year,Body_Type,Fuel_Type,Transmission,Engine_CC,Horsepower,Mileage_km_per_l,Price_USD,Manufacturing_Country,Car_Age,Price_Category,HP_per_CC,Age_Category,Efficiency_Score
CAR_0241,Toyota,2013,SUV,Diesel,Automatic,4328,571,30,40284,China,13,Mid-Range,0.1319,Old,1.0
CAR_0242,BMW,2007,SUV,Hybrid,Automatic,3642,393,19,37370,UK,19,Mid-Range,0.1079,Old,0.45
CAR_0243,Kia,2015,Coupe,Electric,Manual,4092,531,17,49552,UK,11,Mid-Range,0.1298,Moderate,0.35
CAR_0244,Tesla,2024,Pickup,Electric,Manual,1684,91,15,47850,China,2,Mid-Range,0.054,New,0.25
CAR_0245,Tesla,2024,Hatchback,Electric,Manual,2092,270,11,28272,UK,2,Budget,0.1291,New,0.05
CAR_0246,Nissan,2019,Sedan,Hybrid,Automatic,1933,219,15,5358,UK,7,Budget,0.1133,Recent,0.25
CAR_0247,Kia,2018,Hatchback,Petrol,Automatic,4024,586,28,19507,China,8,Budget,0.1456,Moderate,0.9
CAR_0248,Kia,2006,Coupe,Electric,Manual,2002,510,16,71626,China,20,Premium,0.2547,Old,0.3
CAR_0249,Nissan,2023,Coupe,Petrol,Automatic,4077,267,19,43715,UK,3,Mid-Range,0.0655,New,0.45
CAR_0250,BMW,2007,Sedan,Petrol,Manual,2685,573,24,79024,China,19,Premium,0.2134,Old,0.7
CAR_0251,Tesla,2011,Coupe,Petrol,Manual,3575,403,25,48374,China,15,Mid-Range,0.1127,Old,0.75
CAR_0252,Nissan,2011,Pickup,Petrol,Automatic,4938,538,19,47010,USA,15,Mid-Range,0.109,Old,0.45
CAR_0253,Toyota,2020,Pickup,Electric,Manual,3259,401,28,54101,USA,6,Mid-Range,0.123,Recent,0.9
CAR_0254,Mercedes,2013,Sedan,Petrol,Automatic,3621,87,24,11756,UK,13,Budget,0.024,Old,0.7
CAR_0255,Ford,2024,Sedan,Diesel,Automatic,3864,599,21,59084,South Korea,2,Mid-Range,0.155,New,0.55
CAR_0256,Audi,2017,Hatchback,Hybrid,Automatic,4167,229,16,110237,Germany,9,Luxury,0.055,Moderate,0.3
CAR_0257,Audi,2006,Sedan,Diesel,Manual,1257,508,14,74922,China,20,Premium,0.4041,Old,0.2
CAR_0258,Hyundai,2020,Sedan,Hybrid,Automatic,3754,102,27,96959,UK,6,Luxury,0.0272,Recent,0.85
CAR_0259,Toyota,2024,Coupe,Electric,Automatic,3466,407,13,82581,UK,2,Premium,0.1174,New,0.15
CAR_0260,Mercedes,2022,Hatchback,Petrol,Automatic,3953,314,30,22283,USA,4,Budget,0.0794,Recent,1.0
CAR_0261,BMW,2011,Hatchback,Hybrid,Manual,1307,277,19,87875,UK,15,Premium,0.2119,Old,0.45
CAR_0262,Nissan,2025,Sedan,Hybrid,Automatic,4981,171,17,6286,Japan,1,Budget,0.0343,New,0.35
CAR_0263,Tesla,2025,Sedan,Diesel,Manual,3289,497,11,75150,Germany,1,Premium,0.1511,New,0.05
CAR_0264,Hyundai,2015,Coupe,Diesel,Automatic,1972,457,25,110459,Japan,11,Luxury,0.2317,Moderate,0.75
CAR_0265,Kia,2010,Sedan,Electric,Manual,2782,216,28,114695,South Korea,16,Luxury,0.0776,Old,0.9
CAR_0266,Hyundai,2019,Pickup,Petrol,Automatic,3407,306,16,55367,USA,7,Mid-Range,0.0898,Recent,0.3
CAR_0267,Ford,2020,Sedan,Hybrid,Manual,2423,205,24,38970,Japan,6,Mid-Range,0.0846,Recent,0.7
CAR_0268,Toyota,2009,Sedan,Diesel,Manual,1600,306,14,58231,Germany,17,Mid-Range,0.1912,Old,0.2
CAR_0269,Toyota,2023,Hatchback,Hybrid,Manual,4687,452,29,99029,Germany,3,Luxury,0.0964,New,0.95
CAR_0270,BMW,2006,Sedan,Diesel,Automatic,2419,91,12,83695,South Korea,20,Premium,0.0376,Old,0.1
CAR_0271,Tesla,2015,Pickup,Hybrid,Manual,4826,324,10,67060,South Korea,11,Premium,0.0671,Moderate,0.0
CAR_0272,Honda,2013,Hatchback,Diesel,Manual,1947,211,11,40790,UK,13,Mid-Range,0.1084,Old,0.05
CAR_0273,Ford,2007,Pickup,Petrol,Manual,2867,260,22,27993,UK,19,Budget,0.0907,Old,0.6
CAR_0274,Mercedes,2018,Pickup,Diesel,Automatic,4097,574,11,11442,Germany,8,Budget,0.1401,Moderate,0.05
CAR_0275,Kia,2020,Coupe,Petrol,Automatic,2470,598,15,94659,South Korea,6,Luxury,0.2421,Recent,0.25
CAR_0276,Toyota,2025,Pickup,Hybrid,Automatic,3165,446,13,19551,USA,1,Budget,0.1409,New,0.15
CAR_0277,Tesla,2015,Pickup,Hybrid,Automatic,2755,262,26,46533,South Korea,11,Mid-Range,0.0951,Moderate,0.8
CAR_0278,Mercedes,2018,SUV,Diesel,Manual,3159,310,24,108404,China,8,Luxury,0.0981,Moderate,0.7
CAR_0279,Mercedes,2020,Pickup,Electric,Manual,2980,151,28,107351,Japan,6,Luxury,0.0507,Recent,0.9
CAR_0280,Hyundai,2011,Hatchback,Diesel,Automatic,2631,72,10,105542,South Korea,15,Luxury,0.0274,Old,0.0
CAR_0281,Honda,2010,SUV,Diesel,Manual,1654,328,24,70352,UK,16,Premium,0.1983,Old,0.7
CAR_0282,Hyundai,2005,Coupe,Petrol,Manual,2404,315,17,5407,Japan,21,Budget,0.131,Old,0.35
CAR_0283,Hyundai,2007,Sedan,Petrol,Automatic,4942,115,17,71208,UK,19,Premium,0.0233,Old,0.35
CAR_0284,Ford,2020,Sedan,Petrol,Automatic,3283,414,18,103021,Germany,6,Luxury,0.1261,Recent,0.4
CAR_0285,Nissan,2020,Hatchback,Diesel,Manual,3609,109,17,111581,South Korea,6,Luxury,0.0302,Recent,0.35
CAR_0286,Honda,2021,Pickup,Petrol,Manual,3731,547,27,11380,China,5,Budget,0.1466,Recent,0.85
CAR_0287,Nissan,2006,Sedan,Diesel,Automatic,2844,245,24,44882,Japan,20,Mid-Range,0.0861,Old,0.7
CAR_0288,Toyota,2014,Hatchback,Petrol,Automatic,1139,546,21,20435,China,12,Budget,0.4794,Moderate,0.55
CAR_0289,Hyundai,2017,SUV,Diesel,Automatic,2820,531,30,61551,UK,9,Premium,0.1883,Moderate,1.0
CAR_0290,Mercedes,2009,SUV,Diesel,Automatic,4066,166,21,36575,USA,17,Mid-Range,0.0408,Old,0.55
CAR_0291,Audi,2023,Hatchback,Diesel,Manual,1641,361,13,86947,Germany,3,Premium,0.22,New,0.15
CAR_0292,Kia,2016,Coupe,Petrol,Manual,1955,75,10,85685,South Korea,10,Premium,0.0384,Moderate,0.0
CAR_0293,Kia,2013,Coupe,Electric,Manual,3311,291,12,63413,UK,13,Premium,0.0879,Old,0.1
CAR_0294,Hyundai,2021,Hatchback,Petrol,Automatic,1337,376,29,87124,Germany,5,Premium,0.2812,Recent,0.95
CAR_0295,BMW,2022,Sedan,Diesel,Manual,4627,520,16,68006,UK,4,Premium,0.1124,Recent,0.3
CAR_0296,Audi,2015,Pickup,Hybrid,Automatic,3572,137,30,74301,Germany,11,Premium,0.0384,Moderate,1.0
CAR_0297,Ford,2023,Hatchback,Petrol,Manual,4348,342,21,97523,USA,3,Luxury,0.0787,New,0.55
CAR_0298,Mercedes,2020,SUV,Electric,Automatic,3538,151,10,66351,Japan,6,Premium,0.0427,Recent,0.0
CAR_0299,Ford,2023,Coupe,Diesel,Manual,3954,442,10,85653,Germany,3,Premium,0.1118,New,0.0
CAR_0300,Kia,2023,SUV,Hybrid,Manual,2645,536,15,118185,Germany,3,Luxury,0.2026,New,0.25
